,id,carat,depth,table,cut_c,color_c,clarity_c
634,634,1.38,58.2,60.0,2,4,7
635,635,0.41,62.6,54.0,4,3,2
636,636,0.52,59.8,59.0,4,4,6
637,637,2.01,62.8,58.0,3,1,3
638,638,2.09,62.2,59.0,3,0,2
639,639,0.56,61.9,55.0,4,5,3
640,640,1.07,62.8,57.0,4,3,5
641,641,0.32,62.3,55.0,4,4,6
642,642,1.0,57.9,62.0,1,4,2
643,643,0.57,60.6,59.0,3,6,4
644,644,1.12,62.5,58.0,2,3,2
645,645,0.41,60.4,59.0,2,5,4
646,646,0.72,63.2,57.0,2,4,4
647,647,0.6,63.5,59.9,2,3,2
648,648,1.13,61.6,55.0,4,6,1
649,649,1.55,60.4,60.0,3,2,3
650,650,1.16,61.7,57.0,4,3,3
651,651,1.5,59.4,61.0,2,1,3
652,652,0.72,65.1,57.0,0,3,0
653,653,0.43,61.9,54.0,4,1,3
654,654,1.14,61.1,55.0,4,4,4
655,655,0.58,60.1,55.0,4,3,4
656,656,1.08,61.4,56.0,4,3,4
657,657,0.35,59.6,62.0,2,2,3
658,658,0.9,60.3,55.0,3,4,1
659,659,0.3,61.8,55.0,4,4,5
660,660,0.31,62.8,58.0,2,3,4
661,661,1.51,63.6,57.0,1,1,4
662,662,0.3,61.7,56.0,4,2,2
663,663,0.3,61.9,54.0,4,6,2
664,664,0.7,62.7,56.0,2,2,2
665,665,0.7,60.3,57.0,4,0,2
666,666,0.9,63.1,58.0,2,3,1
667,667,0.26,60.9,57.0,4,4,4
668,668,1.22,63.4,56.0,2,5,2
669,669,1.7,60.1,57.0,4,1,4
670,670,0.41,62.5,55.0,4,5,3
671,671,0.57,60.0,61.0,1,4,3
672,672,0.9,62.5,58.0,2,5,3
673,673,0.31,60.7,59.0,3,6,3
674,674,1.13,63.5,59.0,2,0,2
675,675,1.02,62.9,60.0,2,6,3
676,676,0.51,63.7,55.0,1,3,2
677,677,0.9,61.9,59.0,2,4,0
678,678,0.31,62.3,57.0,4,5,3
679,679,0.3,61.0,57.0,4,6,2
680,680,1.23,61.7,57.0,3,5,3
681,681,0.38,60.2,58.0,3,4,4
682,682,0.31,61.1,55.0,4,4,6
683,683,2.11,60.7,60.0,3,0,1
684,684,0.71,62.1,57.0,2,5,1
685,685,0.71,61.7,59.0,3,2,1
686,686,0.31,62.1,54.0,4,6,3
687,687,2.0,61.5,59.0,3,0,3
688,688,0.91,64.1,58.0,1,3,5
689,689,0.81,62.1,56.0,4,4,1
690,690,0.34,61.7,61.0,3,5,1
691,691,0.43,60.2,60.0,3,5,2
692,692,0.5,62.9,59.0,2,3,2
693,693,0.53,61.5,56.0,4,4,4
694,694,1.11,61.6,56.0,4,2,2
695,695,0.31,62.6,57.0,2,3,3
696,696,0.42,61.4,56.0,4,6,5
697,697,0.7,60.6,60.0,3,5,5
698,698,0.7,62.1,58.0,3,2,5
699,699,1.31,61.4,60.0,3,2,1
700,700,1.0,62.4,58.0,3,6,1
701,701,1.03,62.6,57.0,4,4,6
702,702,1.01,63.2,59.0,1,3,2
703,703,0.34,61.1,59.0,3,2,6
704,704,1.2,63.3,54.0,4,0,1
705,705,2.08,62.3,58.0,3,1,1
706,706,0.37,62.3,59.0,2,5,3
707,707,0.33,62.4,58.0,3,2,3
708,708,1.75,61.5,54.9,4,2,0
709,709,0.31,61.1,56.0,4,6,7
710,710,0.31,60.9,56.0,4,5,5
711,711,1.34,61.1,63.0,2,2,1
712,712,0.36,61.8,57.0,4,2,4
713,713,1.22,61.3,58.0,3,1,2
714,714,0.77,64.3,57.9,1,2,5
715,715,1.53,61.5,55.0,4,1,4
716,716,1.5,63.1,57.0,2,6,2
717,717,0.46,62.5,56.0,4,4,2
718,718,0.31,60.4,58.0,3,2,7
719,719,1.03,59.7,60.0,3,4,6
720,720,0.55,62.4,56.0,4,3,3
721,721,1.07,60.4,59.0,3,2,2
722,722,0.26,60.9,58.0,2,5,5
723,723,0.53,62.1,54.0,4,3,5
724,724,1.25,62.2,57.0,3,2,2
725,725,0.41,63.6,58.0,1,5,2
726,726,1.2,62.3,60.0,2,4,7
727,727,0.75,60.2,57.0,2,5,1
728,728,0.32,61.3,57.0,2,5,3
729,729,0.7,63.8,57.0,2,5,4
730,730,0.72,63.2,60.0,2,0,3
731,731,0.44,63.5,57.0,2,2,2
732,732,0.3,62.3,53.9,4,6,3
733,733,0.51,62.7,62.0,3,4,2
734,734,0.3,62.0,62.0,2,6,3
735,735,1.05,61.8,56.0,3,4,2
736,736,0.81,61.3,57.0,4,5,2
737,737,0.51,61.1,55.0,4,4,2
738,738,0.25,58.0,65.0,1,5,5
739,739,1.51,62.5,58.0,2,4,3
740,740,0.4,62.3,57.0,4,6,3
741,741,0.77,61.6,57.0,4,5,2
742,742,0.76,61.6,55.0,4,4,3
743,743,0.54,62.6,59.0,3,2,4
744,744,0.52,59.5,59.0,3,4,2
745,745,1.0,63.0,61.0,2,2,1
746,746,1.02,62.2,56.0,4,3,2
747,747,0.4,63.4,58.0,2,3,2
748,748,1.01,61.0,59.0,3,5,2
749,749,0.71,61.8,59.0,3,5,2
750,750,1.5,61.5,60.0,3,0,5
751,751,0.3,61.7,59.0,3,1,4
752,752,0.55,60.3,58.0,3,3,1
753,753,0.26,62.5,55.0,2,4,3
754,754,0.31,58.1,62.0,2,0,2
755,755,0.5,63.6,58.0,1,6,2
756,756,0.35,60.9,56.0,4,4,7
757,757,1.0,63.0,54.0,2,3,5
758,758,1.24,61.8,58.0,2,3,2
759,759,0.53,63.4,56.0,1,3,4
760,760,0.29,62.8,55.0,4,2,3
761,761,1.0,58.4,60.0,3,2,3
762,762,1.03,62.2,57.0,2,3,4
763,763,1.24,61.9,55.0,3,0,0
764,764,0.4,62.1,58.0,3,4,3
765,765,0.48,61.9,53.0,4,1,2
766,766,1.0,63.5,57.0,2,6,3
767,767,0.72,63.4,56.0,2,1,1
768,768,0.7,61.8,55.0,2,6,3
769,769,0.41,60.0,59.0,3,5,1
770,770,0.58,62.4,60.0,3,3,2
771,771,1.04,62.7,61.0,3,2,3
772,772,1.13,62.7,57.0,4,3,3
773,773,0.26,62.4,54.0,2,6,5
774,774,0.32,61.5,58.0,3,3,3
775,775,1.05,61.7,57.0,4,2,3
776,776,0.41,60.3,60.0,2,3,2
777,777,1.12,61.3,57.0,4,4,5
778,778,1.53,62.2,55.0,4,4,2
779,779,0.39,60.7,62.0,3,5,1
780,780,0.42,62.1,55.0,4,6,5
781,781,0.41,61.5,57.0,2,4,4
782,782,0.43,62.0,55.0,4,1,7
783,783,1.76,62.6,55.0,4,4,1
784,784,2.12,61.0,57.0,4,1,1
785,785,0.23,62.9,58.0,2,5,6
786,786,0.4,62.1,56.0,4,6,2
787,787,1.2,62.5,57.0,2,0,3
788,788,1.2,62.5,54.4,4,3,5
789,789,0.8,62.5,56.0,2,5,1
790,790,0.7,70.8,56.0,0,4,0
791,791,1.07,61.6,60.0,3,4,3
792,792,0.99,61.2,56.0,2,4,1
793,793,0.55,60.4,56.0,4,3,3
794,794,1.01,62.5,54.0,4,4,4
795,795,0.41,59.6,60.0,2,3,1
796,796,1.0,60.7,58.0,2,3,6
797,797,2.51,63.1,56.0,2,5,1
798,798,1.7,62.4,55.0,4,2,4
799,799,0.38,62.0,55.0,4,3,2
800,800,0.9,62.5,63.0,2,6,2
801,801,1.27,59.6,57.0,4,3,4
802,802,0.5,62.2,59.0,3,3,0
803,803,0.51,59.3,58.0,3,5,3
804,804,0.72,61.2,57.0,4,2,3
805,805,1.54,61.2,59.0,2,0,2
806,806,0.31,60.5,56.0,4,5,3
807,807,1.0,67.8,61.0,0,3,1
808,808,1.55,62.0,57.0,4,3,4
809,809,1.22,60.7,59.0,3,2,1
810,810,0.79,62.0,57.0,4,5,2
811,811,0.37,60.5,56.0,4,3,3
812,812,1.2,62.1,57.0,4,2,4
813,813,0.91,62.5,59.0,3,2,3
814,814,0.52,62.5,56.0,3,5,3
815,815,0.32,62.9,56.0,4,5,3
816,816,0.54,60.1,56.0,4,4,3
817,817,0.52,62.8,55.0,3,5,3
818,818,0.51,62.1,54.0,4,2,2
819,819,0.4,61.2,56.0,4,6,5
820,820,2.01,61.3,58.0,3,4,1
821,821,0.44,60.8,57.0,2,1,6
822,822,0.9,62.0,54.0,4,2,4
823,823,1.5,62.7,58.0,3,3,4
824,824,0.3,60.8,58.0,4,2,5
825,825,0.5,61.8,59.0,3,5,3
826,826,0.32,61.9,53.0,4,2,5
827,827,0.71,61.1,57.0,2,5,2
828,828,0.32,60.2,58.0,3,6,2
829,829,1.01,63.9,61.0,1,6,2
830,830,0.4,61.1,61.0,3,3,2
831,831,0.73,58.6,66.0,0,4,4
832,832,1.0,57.8,58.0,1,6,1
833,833,0.54,63.2,56.0,1,3,2
834,834,0.37,61.3,58.0,3,2,5
835,835,1.02,61.0,59.0,3,4,2
836,836,1.52,62.3,56.0,4,2,1
837,837,0.31,63.3,55.0,2,5,2
838,838,0.41,63.4,56.0,1,6,2
839,839,0.72,62.2,57.0,2,3,5
840,840,1.01,62.6,59.0,3,5,1
841,841,1.19,59.9,61.0,3,1,4
842,842,1.03,65.1,58.0,0,5,2
843,843,0.41,61.9,56.0,4,4,3
844,844,1.51,61.6,58.0,4,1,5
845,845,0.58,58.4,59.0,1,3,3
846,846,0.39,61.6,57.0,4,4,4
847,847,1.11,62.7,56.0,4,2,2
848,848,0.42,62.0,57.0,4,2,5
849,849,0.31,62.2,55.0,4,6,3
850,850,0.73,61.7,60.0,2,4,2
851,851,1.61,62.6,56.0,2,3,2
852,852,0.3,62.3,55.0,4,4,2
853,853,0.53,61.1,56.0,4,6,3
854,854,0.42,59.7,56.0,4,5,6
855,855,1.14,60.3,57.0,3,1,4
856,856,0.52,62.8,58.0,3,6,3
857,857,1.0,60.3,54.0,3,5,6
858,858,0.27,60.1,58.0,2,4,5
859,859,1.01,63.5,58.0,2,5,3
860,860,1.21,62.2,59.0,2,0,3
861,861,0.51,63.1,58.0,1,6,5
862,862,0.26,61.3,58.0,2,4,6
863,863,0.72,60.5,56.0,4,6,2
864,864,0.55,61.7,55.0,4,5,4
865,865,0.31,61.5,60.0,3,3,3
866,866,1.2,61.9,56.0,4,2,2
867,867,0.42,62.7,61.0,3,4,4
868,868,0.54,61.4,55.0,4,3,5
869,869,0.91,62.8,59.0,3,6,2
870,870,0.31,61.4,54.0,4,5,3
871,871,0.32,59.9,58.0,3,5,5
872,872,0.7,62.5,57.0,4,5,2
873,873,0.76,63.0,59.0,2,5,3
874,874,0.5,62.9,55.0,4,4,3
875,875,0.28,61.6,56.0,4,3,5
876,876,0.3,57.8,60.0,1,5,6
877,877,2.16,60.5,59.0,3,0,2
878,878,0.44,62.3,54.0,4,2,1
879,879,0.31,63.5,55.0,2,4,3
880,880,0.59,62.7,58.0,2,6,1
881,881,1.03,62.5,59.0,3,2,4
882,882,1.06,61.7,60.0,4,2,1
883,883,0.25,60.7,59.0,2,4,6
884,884,0.26,62.2,55.0,4,2,4
885,885,0.3,62.2,55.0,4,3,4
886,886,0.31,61.3,55.0,4,4,3
887,887,1.0,62.4,57.0,2,6,3
888,888,1.52,61.9,58.0,3,3,4
889,889,0.95,62.8,59.0,3,5,2
890,890,0.78,59.8,57.0,2,5,2
891,891,1.01,61.0,61.0,2,4,2
892,892,0.34,62.6,54.0,4,4,3
893,893,1.14,62.2,56.0,4,3,2
894,894,0.4,61.8,56.0,3,5,4
895,895,0.51,63.1,58.0,2,4,3
896,896,0.7,60.9,58.0,2,4,1
897,897,0.9,61.0,62.0,1,3,4
898,898,0.34,60.1,57.0,4,6,2
899,899,1.91,59.6,60.0,3,1,2
900,900,1.19,62.4,59.0,2,2,4
901,901,1.0,62.3,55.0,4,5,2
902,902,0.79,63.9,56.0,1,6,1
903,903,0.7,62.6,56.0,4,0,2
904,904,0.52,61.3,56.0,4,4,3
905,905,0.32,61.2,56.2,4,4,4
906,906,1.07,59.4,60.0,2,4,1
907,907,1.51,63.1,60.0,2,3,4
908,908,0.31,62.2,58.0,3,2,3
909,909,0.65,59.6,58.0,3,4,3
910,910,0.4,59.3,59.0,3,3,2
911,911,1.5,62.1,59.0,2,5,1
912,912,0.5,62.0,58.0,3,5,3
913,913,1.51,62.7,59.0,3,4,4
914,914,1.0,60.2,62.0,3,4,1
915,915,0.51,62.1,54.0,4,1,3
916,916,0.32,62.5,58.0,3,3,3
917,917,0.5,65.7,57.0,0,3,3
918,918,0.31,61.6,55.0,4,4,3
919,919,0.6,61.9,57.0,4,4,3
920,920,1.21,61.9,58.0,3,1,4
921,921,1.0,61.5,58.0,3,5,3
922,922,0.33,62.7,56.0,2,5,2
923,923,1.29,61.8,58.0,2,1,3
924,924,0.58,60.6,56.0,4,5,3
925,925,2.01,59.8,57.0,3,0,2
926,926,1.0,62.7,56.0,4,6,2
927,927,0.3,62.3,57.0,4,2,6
928,928,1.2,62.6,59.0,2,6,2
929,929,1.0,62.7,58.0,4,0,2
930,930,1.16,61.8,56.7,4,4,5
931,931,0.34,62.6,58.0,3,4,3
932,932,1.01,65.1,57.0,0,3,2
933,933,1.0,61.4,55.0,4,2,2
934,934,1.08,62.2,56.0,4,3,1
935,935,1.51,62.8,54.0,4,1,1
936,936,0.91,61.9,59.0,3,2,3
937,937,0.71,65.1,55.0,0,2,2
938,938,1.21,61.8,58.0,3,2,2
939,939,2.27,63.6,58.0,1,2,1
940,940,1.2,61.4,55.0,2,0,1
941,941,0.44,61.3,57.0,4,2,4
942,942,2.12,62.3,61.0,2,0,1
943,943,0.34,61.2,57.0,4,5,4
944,944,0.41,61.6,57.0,4,3,2
945,945,0.77,61.6,57.0,4,1,1
946,946,0.37,63.3,55.0,1,3,1
947,947,1.39,62.1,58.0,3,4,2
948,948,1.3,60.4,61.0,3,2,1
949,949,1.01,61.6,58.0,3,1,2
950,950,0.42,60.0,61.0,3,5,2
951,951,0.34,61.8,58.0,3,5,2
952,952,0.9,62.4,58.0,3,1,3
953,953,2.0,62.8,56.0,4,1,2
954,954,1.0,56.8,65.0,1,2,2
955,955,2.03,62.9,57.0,4,1,2
956,956,0.32,61.5,55.0,4,3,7
957,957,0.24,60.8,59.0,3,2,6
958,958,0.61,62.1,57.0,4,5,4
959,959,0.32,61.7,55.0,4,6,1
960,960,0.43,62.0,57.0,4,5,5
961,961,1.3,62.2,58.0,3,6,2
962,962,0.73,59.2,59.0,3,3,3
963,963,0.31,61.3,56.0,4,6,1
964,964,0.9,59.6,61.0,2,3,3
965,965,0.75,59.1,58.0,3,1,2
966,966,1.01,65.9,60.0,0,4,2
967,967,0.42,62.7,56.0,4,3,5
968,968,0.99,60.3,57.0,2,0,2
969,969,1.01,62.5,59.0,1,1,3
970,970,1.56,63.0,58.0,3,4,1
971,971,0.75,62.2,58.0,3,4,1
972,972,0.31,60.5,60.0,3,4,2
973,973,0.41,62.9,56.0,2,5,4
974,974,1.02,62.0,58.0,4,4,7
975,975,2.05,62.5,60.0,3,0,4
976,976,0.42,61.4,56.0,4,3,4
977,977,1.22,62.6,57.4,3,1,4
978,978,0.51,62.3,59.0,2,3,3
979,979,0.7,59.1,59.0,3,3,2
980,980,0.78,61.6,55.0,4,3,4
981,981,1.14,63.3,56.0,1,1,4
982,982,1.01,58.7,63.0,1,5,1
983,983,1.54,62.0,54.0,4,3,5
984,984,0.5,64.0,55.0,1,3,7
985,985,0.9,60.7,61.0,2,5,1
986,986,0.31,61.6,55.0,2,3,7
987,987,0.42,61.3,58.0,3,6,3
988,988,1.0,62.9,59.0,2,4,3
989,989,2.14,60.1,58.0,3,3,1
990,990,0.5,63.1,55.0,2,2,2
991,991,0.31,62.0,57.0,4,3,3
992,992,1.14,63.2,58.0,2,3,3
993,993,1.2,61.9,58.0,2,4,2
994,994,0.3,60.8,57.0,4,5,4
995,995,1.01,60.5,57.0,4,6,1
996,996,1.01,60.9,59.0,3,3,5
997,997,0.5,61.4,55.0,4,5,3
998,998,0.3,62.3,59.0,3,3,1
999,999,0.93,61.9,55.0,4,5,2
1000,1000,1.51,62.7,56.0,4,0,4
1001,1001,0.4,58.9,58.0,3,3,5
1002,1002,1.01,58.5,56.0,2,2,2
1003,1003,0.3,62.0,58.0,4,3,2
1004,1004,0.7,62.9,56.0,2,5,2
1005,1005,0.35,62.6,53.7,4,0,4
1006,1006,1.08,63.0,56.0,2,5,1
1007,1007,1.5,56.7,63.0,0,1,2
1008,1008,1.01,63.3,58.0,1,5,1
1009,1009,0.29,60.0,57.0,2,5,4
1010,1010,0.28,61.8,56.0,4,4,5
1011,1011,0.51,61.5,58.0,4,5,3
1012,1012,0.34,62.3,56.0,4,5,6
1013,1013,0.32,61.2,59.0,3,4,3
1014,1014,0.42,62.2,54.1,4,3,3
1015,1015,0.31,65.5,58.0,0,3,5
1016,1016,0.41,63.1,56.0,2,1,5
1017,1017,1.03,62.0,59.0,3,5,1
1018,1018,0.3,61.8,54.0,4,4,6
1019,1019,1.35,58.6,63.0,2,1,1
1020,1020,0.56,61.3,55.0,4,2,7
1021,1021,0.7,61.9,56.0,3,2,4
1022,1022,0.91,63.1,57.0,2,0,0
1023,1023,1.0,63.7,60.0,1,2,2
1024,1024,0.71,61.1,61.0,2,3,2
1025,1025,0.71,61.9,55.0,4,5,2
1026,1026,2.03,60.1,58.0,3,0,2
1027,1027,0.6,62.0,55.0,4,4,5
1028,1028,0.9,64.0,55.0,1,1,1
1029,1029,0.67,61.7,59.7,2,3,3
1030,1030,1.01,60.2,60.0,2,5,1
1031,1031,0.8,63.2,54.0,2,2,2
1032,1032,0.37,61.7,57.0,4,1,3
1033,1033,0.51,62.0,57.0,4,3,5
1034,1034,2.03,62.7,59.0,3,0,1
1035,1035,0.72,62.3,61.0,3,3,4
1036,1036,0.92,56.0,60.0,0,2,4
1037,1037,0.72,63.1,56.0,2,4,2
1038,1038,0.3,62.2,57.0,4,2,4
1039,1039,0.26,64.3,57.0,2,5,5
1040,1040,0.83,58.0,62.0,2,5,1
1041,1041,0.72,61.8,56.0,4,1,3
1042,1042,0.53,63.8,58.0,1,4,2
1043,1043,0.9,62.7,53.0,4,3,1
1044,1044,1.51,62.8,57.0,2,6,4
1045,1045,2.37,61.9,55.0,4,0,2
1046,1046,0.32,61.8,58.0,3,2,7
1047,1047,1.01,60.7,61.0,3,3,3
1048,1048,1.21,62.7,56.0,4,2,2
1049,1049,0.41,60.3,60.0,3,4,3
1050,1050,1.23,62.2,55.0,4,3,5
1051,1051,0.9,63.5,57.0,1,6,2
1052,1052,1.21,61.5,57.0,3,4,1
1053,1053,0.25,60.1,57.0,2,4,5
1054,1054,0.32,62.6,58.0,3,3,2
1055,1055,0.83,62.3,58.0,2,3,2
1056,1056,0.56,61.7,57.0,4,3,6
1057,1057,1.01,62.7,57.0,4,4,1
1058,1058,0.34,62.7,59.0,3,6,2
1059,1059,0.72,62.7,56.0,4,0,2
1060,1060,2.38,62.6,59.0,2,0,3
1061,1061,0.23,61.9,58.0,2,5,6
1062,1062,0.38,62.0,55.0,4,4,1
1063,1063,0.77,61.2,66.0,0,0,4
1064,1064,0.57,63.0,58.0,2,3,3
1065,1065,1.36,61.9,56.0,4,0,5
1066,1066,0.4,62.2,56.0,4,2,1
1067,1067,0.54,61.4,56.0,4,4,5
1068,1068,0.38,61.8,58.0,3,2,3
1069,1069,1.01,58.5,61.0,1,5,1
1070,1070,0.98,62.3,56.0,3,4,1
1071,1071,0.52,60.9,61.0,3,2,1
1072,1072,0.71,63.1,57.0,2,1,4
1073,1073,0.31,62.2,54.0,4,0,5
1074,1074,0.53,60.2,57.0,4,6,3
1075,1075,0.58,63.2,58.0,2,3,3
1076,1076,0.76,62.3,57.0,2,3,5
1077,1077,1.5,57.4,62.0,1,3,0
1078,1078,0.41,60.7,56.0,4,4,6
1079,1079,0.9,63.8,54.0,2,4,2
1080,1080,1.01,64.4,58.0,1,3,3
1081,1081,1.6,59.9,61.0,1,2,4
1082,1082,0.51,60.9,56.0,2,2,6
1083,1083,0.9,60.6,59.0,2,6,2
1084,1084,1.09,61.3,58.0,3,1,3
1085,1085,0.3,62.4,56.0,4,2,5
1086,1086,1.64,64.5,60.0,0,3,0
1087,1087,0.33,63.2,56.0,2,4,3
1088,1088,0.39,61.9,54.0,4,3,7
1089,1089,0.28,64.6,58.0,1,5,7
1090,1090,0.4,64.1,56.0,1,4,3
1091,1091,0.9,63.3,59.0,2,3,1
1092,1092,0.31,61.8,55.0,4,5,3
1093,1093,0.43,58.4,62.0,2,5,0
1094,1094,1.33,60.2,57.0,4,4,7
1095,1095,0.72,60.3,57.0,4,3,4
1096,1096,1.5,57.9,60.0,1,1,4
1097,1097,0.7,63.5,59.0,1,4,2
1098,1098,0.43,62.2,54.0,4,1,2
1099,1099,0.59,61.3,55.0,4,3,4
1100,1100,0.3,62.4,57.0,4,5,3
1101,1101,0.5,62.2,56.0,4,5,3
1102,1102,0.7,62.9,59.0,3,5,1
1103,1103,1.25,63.5,60.0,2,3,3
1104,1104,1.56,62.1,55.0,4,0,1
1105,1105,0.44,61.9,57.0,3,0,4
1106,1106,0.27,61.5,58.0,3,5,4
1107,1107,0.4,61.2,56.0,4,3,6
1108,1108,1.53,61.4,60.0,2,2,1
1109,1109,1.63,59.7,62.0,3,4,2
1110,1110,0.77,62.1,58.0,2,6,2
1111,1111,0.3,61.7,55.0,4,3,6
1112,1112,1.01,61.6,59.0,3,2,3
1113,1113,1.51,64.5,59.0,0,2,1
1114,1114,0.9,64.2,56.0,1,4,6
1115,1115,0.79,63.4,57.0,2,2,2
1116,1116,2.01,64.4,61.0,0,0,2
1117,1117,0.35,61.5,57.0,4,5,4
1118,1118,1.72,61.9,56.0,3,2,3
1119,1119,0.56,62.0,56.0,4,1,6
1120,1120,0.31,62.4,59.0,3,3,3
1121,1121,0.42,60.4,55.0,4,3,7
1122,1122,0.52,61.4,56.0,3,3,1
1123,1123,0.77,61.7,56.0,2,2,2
1124,1124,1.21,62.1,60.0,1,0,7
1125,1125,0.36,61.3,59.0,2,4,3
1126,1126,0.7,60.7,58.0,4,4,4
1127,1127,0.82,61.1,56.0,4,4,2
1128,1128,0.7,63.2,61.0,2,5,1
1129,1129,0.62,61.8,56.0,4,3,7
1130,1130,0.32,61.1,58.0,3,5,5
1131,1131,0.71,60.6,57.0,4,1,5
1132,1132,0.34,61.0,57.0,4,4,3
1133,1133,0.9,63.0,60.0,2,4,2
1134,1134,0.31,60.1,57.0,4,6,4
1135,1135,0.35,61.7,61.0,3,3,4
1136,1136,0.9,57.4,63.0,1,2,0
1137,1137,0.71,62.2,56.0,4,4,3
1138,1138,0.9,63.5,57.0,0,1,6
1139,1139,0.91,61.9,56.0,4,1,3
1140,1140,1.73,65.6,55.0,1,0,2
1141,1141,1.59,60.2,60.0,3,1,3
1142,1142,0.3,62.5,55.0,4,4,6
1143,1143,0.31,62.6,53.0,4,3,7
1144,1144,0.96,61.2,56.0,4,4,4
1145,1145,0.32,62.1,59.0,3,4,3
1146,1146,0.55,60.9,56.0,2,0,2
1147,1147,0.42,60.9,58.0,2,4,4
1148,1148,1.6,60.2,58.0,3,1,3
1149,1149,1.03,61.8,56.0,3,5,1
1150,1150,0.31,62.6,57.0,4,4,3
1151,1151,0.37,60.2,60.0,3,6,4
1152,1152,0.54,62.0,55.0,4,4,3
1153,1153,1.02,60.0,60.0,2,4,1
1154,1154,2.2,61.7,59.0,3,0,4
1155,1155,0.54,61.2,58.0,4,1,4
1156,1156,0.51,62.5,55.0,4,5,3
1157,1157,0.31,63.1,57.0,2,2,4
1158,1158,0.39,62.1,54.3,4,2,5
1159,1159,1.04,61.1,60.0,3,6,5
1160,1160,1.87,62.5,58.0,3,2,1
1161,1161,1.51,68.3,57.0,0,1,2
1162,1162,0.41,62.2,54.0,4,6,3
1163,1163,2.1,59.1,58.0,2,0,1
1164,1164,0.55,60.5,56.0,4,3,5
1165,1165,1.5,62.5,58.0,2,0,2
1166,1166,0.72,60.9,58.0,4,0,5
1167,1167,1.51,62.3,56.0,4,3,1
1168,1168,0.46,62.5,58.0,2,0,4
1169,1169,0.36,61.6,55.0,4,3,7
1170,1170,1.03,61.9,57.0,4,5,4
1171,1171,0.51,61.9,54.0,4,2,1
1172,1172,1.88,63.1,55.0,2,2,3
1173,1173,0.44,61.4,55.0,4,5,6
1174,1174,0.82,65.1,58.0,0,2,1
1175,1175,1.67,62.6,56.0,4,2,3
1176,1176,0.91,61.0,61.0,3,6,1
1177,1177,1.37,60.9,59.0,3,2,4
1178,1178,0.31,60.9,57.0,4,1,7
1179,1179,0.31,61.0,61.0,3,2,2
1180,1180,0.3,63.3,59.0,1,6,2
1181,1181,1.53,62.3,57.0,4,1,3
1182,1182,1.21,60.2,60.0,2,4,2
1183,1183,1.07,61.2,58.0,3,1,2
1184,1184,1.02,63.2,57.0,2,4,3
1185,1185,0.53,62.2,56.0,4,6,5
1186,1186,2.01,62.3,57.0,4,2,1
1187,1187,1.02,61.7,58.0,3,2,3
1188,1188,0.9,64.3,59.0,1,2,6
1189,1189,0.7,59.8,56.0,3,4,1
1190,1190,0.81,61.5,55.0,4,4,4
1191,1191,0.41,63.4,58.0,2,3,1
1192,1192,0.49,64.0,53.0,2,6,3
1193,1193,1.7,60.7,59.0,4,1,1
1194,1194,1.37,60.9,59.0,3,2,4
1195,1195,0.31,61.0,56.0,4,4,7
1196,1196,0.31,60.5,57.0,4,4,2
1197,1197,1.11,60.4,58.0,3,1,3
1198,1198,1.51,62.2,58.0,3,4,2
1199,1199,0.71,62.0,55.0,2,5,2
1200,1200,0.55,62.1,58.0,3,2,3
1201,1201,0.41,58.9,60.0,2,3,4
1202,1202,0.91,60.8,60.0,2,6,2
1203,1203,0.9,61.8,57.0,2,4,3
1204,1204,0.31,62.1,54.0,4,4,6
1205,1205,0.41,62.7,56.0,4,3,3
1206,1206,1.02,62.6,57.0,4,3,3
1207,1207,1.62,60.7,58.0,3,3,4
1208,1208,0.39,60.4,60.0,2,2,1
1209,1209,0.33,59.3,58.0,4,5,3
1210,1210,0.7,60.8,60.0,3,5,4
1211,1211,1.55,61.9,58.0,4,5,3
1212,1212,0.39,62.7,53.6,4,5,4
1213,1213,1.0,61.2,60.0,2,5,2
1214,1214,0.3,62.1,58.0,2,3,2
1215,1215,0.91,63.1,55.0,0,5,5
1216,1216,1.21,62.0,60.0,4,1,3
1217,1217,0.35,60.3,60.0,3,3,2
1218,1218,0.52,62.0,54.0,4,1,2
1219,1219,1.07,62.0,57.0,4,3,1
1220,1220,0.81,60.0,59.0,3,2,1
1221,1221,0.7,60.7,57.0,4,3,6
1222,1222,0.43,62.9,60.0,2,4,2
1223,1223,1.26,61.0,55.0,3,2,2
1224,1224,0.24,62.7,54.0,4,4,4
1225,1225,0.3,62.0,60.0,3,5,3
1226,1226,0.27,61.8,57.0,4,5,5
1227,1227,1.29,61.3,57.0,4,3,3
1228,1228,0.32,63.5,55.0,1,6,2
1229,1229,1.51,58.4,70.0,0,5,2
1230,1230,0.52,60.9,57.0,3,5,3
1231,1231,1.54,62.3,60.0,4,3,1
1232,1232,0.41,61.8,56.0,4,6,2
1233,1233,1.13,64.8,59.0,0,2,0
1234,1234,0.3,61.9,55.0,4,2,6
1235,1235,0.5,62.0,55.0,4,3,4
1236,1236,0.7,62.2,58.0,3,3,2
1237,1237,0.4,61.4,59.0,3,5,1
1238,1238,1.25,62.5,54.0,4,3,5
1239,1239,0.4,61.3,56.0,4,1,1
1240,1240,1.01,62.7,58.0,3,4,3
1241,1241,1.53,63.1,57.0,2,2,7
1242,1242,1.51,62.2,53.0,4,4,3
1243,1243,0.36,62.0,56.0,4,6,1
1244,1244,0.59,62.0,56.0,4,5,6
1245,1245,0.52,61.3,57.0,4,5,3
